Municipality,County,Year,Electric Utility,Residential Electricity,Commercial Electricity,Industrial Electricity,Street Lighting Electricity,Total Electricity (kWh),Natural Gas Utility,Residential Natural Gas,Commercial Natural Gas,Industrial Natural Gas,Street Lighting Natural Gas,Total Natural Gas (Therms)
South Toms River Borough,Ocean,2019,JCPL,"9,706,518","6,603,042","1,342,428","96,504","17,748,492",NJNG,"810,226","176,066",CWC,NDA,"986,292"
South Toms River Borough,Ocean,2020,JCPL,"9,963,011","5,742,326","1,465,844","96,651","17,267,832",NJNG,"840,913","161,929",CWC,NDA,"1,002,842"
South Toms River Borough,Ocean,2021,JCPL,"10,176,100","6,324,660","1,657,799","89,574","18,248,133",NJNG,"819,254","178,351",CWC,NDA,"997,605"
South Toms River Borough,Ocean,2022,JCPL,"10,220,401","6,190,785","1,861,430",NDA,"18,272,616",NJNG,"856,131","192,199",CWC,NDA,"1,048,330"
Stafford Township,Ocean,2016,ACE,"117,241,105","103,335,759","393,354","1,652,650","222,622,868",NJNG,"7,897,705","2,007,416",CWC,NDA,"9,905,121"
Stafford Township,Ocean,2017,ACE,"111,221,675","104,234,174","335,178","1,670,210","217,461,237",NJNG,"7,921,966","2,029,672",CWC,NDA,"9,951,638"
Stafford Township,Ocean,2018,ACE,"120,469,571","110,854,205","262,407","1,671,358","233,257,541",NJNG,"9,419,028","2,436,132",CWC,NDA,"11,855,160"
Stafford Township,Ocean,2019,ACE,"113,531,526","101,144,240","209,528","1,669,651","216,554,945",NJNG,"8,666,394","2,372,403",CWC,NDA,"11,038,797"
Stafford Township,Ocean,2020,ACE,"118,946,998","94,110,736","189,971","1,651,822","214,899,527",NJNG,"8,613,967","2,075,457",CWC,NDA,"10,689,424"
Stafford Township,Ocean,2021,ACE,"119,689,169","94,829,337","205,736","1,650,951","216,375,193",NJNG,"8,995,016","2,581,795",CWC,NDA,"11,576,811"
Stafford Township,Ocean,2022,ACE,"119,708,020","94,368,642","180,563","1,677,079","215,934,304",NJNG,"9,350,048","2,755,380",CWC,NDA,"12,105,428"
Surf City Borough,Ocean,2016,ACE,"14,651,581","5,275,703",NDA,"109,954","20,037,238",NJNG,"765,263","117,397",CWC,NDA,"882,660"
Surf City Borough,Ocean,2017,ACE,"14,023,375","5,213,924",NDA,"109,793","19,347,092",NJNG,"779,666","120,257",CWC,NDA,"899,923"
Surf City Borough,Ocean,2018,ACE,"15,863,242","5,342,927",NDA,"109,811","21,315,980",NJNG,"974,375","132,510",CWC,NDA,"1,106,885"
Surf City Borough,Ocean,2019,ACE,"15,451,466","5,216,268",NDA,"109,772","20,777,506",NJNG,"915,062","129,271",CWC,NDA,"1,044,333"
Surf City Borough,Ocean,2020,ACE,"16,518,220","5,075,561",NDA,"109,761","21,703,542",NJNG,"838,910","111,266",CWC,NDA,"950,176"
Surf City Borough,Ocean,2021,ACE,"16,561,580","5,054,817",NDA,"109,727","21,726,124",NJNG,"926,807","119,839",CWC,NDA,"1,046,646"
Surf City Borough,Ocean,2022,ACE,"16,218,937","5,031,369",NDA,"109,751","21,360,057",NJNG,"949,327","122,563",CWC,NDA,"1,071,890"
Toms River Township,Ocean,2016,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"27,316,980","9,016,360",CWC,NDA,"36,333,340"
Toms River Township,Ocean,2017,JCPL,NDA,NDA,NDA,NDA,NDA,NJNG,"27,555,023","9,229,759",CWC,NDA,"36,784,782"
Toms River Township,Ocean,2018,JCPL,"380,580,591","312,797,321","9,653,212","5,067,736","708,098,860",NJNG,"32,262,755","10,120,816",CWC,NDA,"42,383,571"
Toms River Township,Ocean,2019,JCPL,"372,573,114","305,647,960","9,455,997","5,058,764","692,735,835",NJNG,"30,884,481","9,513,016",CWC,NDA,"40,397,497"
Toms River Township,Ocean,2020,JCPL,"382,946,983","266,031,144","8,875,479","5,043,467","662,897,073",NJNG,"28,379,550","8,726,781",CWC,NDA,"37,106,331"
Toms River Township,Ocean,2021,JCPL,"394,381,307","280,128,117","7,837,385","5,038,527","687,385,336",NJNG,"30,521,652","9,537,981",CWC,NDA,"40,059,633"
Toms River Township,Ocean,2022,JCPL,"391,403,578","283,463,620","7,223,670",NDA,"682,090,868",NJNG,"30,868,980","9,789,122",CWC,NDA,"40,658,102"
Tuckerton Borough,Ocean,2016,ACE,"26,971,242","21,834,881","820,046","159,172","49,785,341",NJNG,"845,983","248,096",CWC,NDA,"1,094,079"
Tuckerton Borough,Ocean,2017,ACE,"25,000,818","20,419,761","866,508","159,370","46,446,457",NJNG,"889,605","247,442",CWC,NDA,"1,137,047"
Tuckerton Borough,Ocean,2018,ACE,"27,040,177","22,343,134","906,005","159,370","50,448,686",NJNG,"1,088,679","284,887",CWC,NDA,"1,373,566"
Tuckerton Borough,Ocean,2019,ACE,"25,443,436","21,908,206","880,575","159,870","48,392,087",NJNG,"1,021,377","269,592",CWC,NDA,"1,290,969"
Tuckerton Borough,Ocean,2020,ACE,"25,898,718","21,441,304","1,013,269","161,376","48,514,667",NJNG,"941,625","245,592",CWC,NDA,"1,187,217"
Tuckerton Borough,Ocean,2021,ACE,"26,001,476","21,734,272","1,022,574","161,681","48,920,003",NJNG,"1,010,601","260,499",CWC,NDA,"1,271,100"
Tuckerton Borough,Ocean,2022,ACE,"26,898,183","21,709,988","909,065","161,702","49,678,938",NJNG,"1,033,862","275,643",CWC,NDA,"1,309,505"
Bloomingdale Borough,Passaic,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"2,089,243","423,720","13,721",NDA,"2,526,684"
Bloomingdale Borough,Passaic,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"2,180,974","430,726","14,396",NDA,"2,626,097"
Bloomingdale Borough,Passaic,2018,JCPL,"177,551",NDA,NDA,NDA,"177,551",PSEG,"2,458,974","471,052","15,252",NDA,"2,945,278"
Bloomingdale Borough,Passaic,2019,JCPL,"158,264",NDA,NDA,NDA,"158,264",PSEG,"2,348,621","441,639","16,270",NDA,"2,806,530"
Bloomingdale Borough,Passaic,2020,JCPL,"175,673",NDA,NDA,NDA,"175,673",PSEG,"2,158,695","386,709","15,204",NDA,"2,560,608"
Bloomingdale Borough,Passaic,2021,JCPL,"176,673",NDA,NDA,NDA,"176,673",PSEG,"2,266,706","422,868","15,990",NDA,"2,705,564"
Bloomingdale Borough,Passaic,2022,JCPL,"188,269",NDA,NDA,NDA,"188,269",PSEG,"2,315,710","414,299","16,029",NDA,"2,746,039"
Clifton City,Passaic,2016,PSEG,"211,321,940","317,989,043","77,893,271","4,328,298","611,532,552",PSEG,"22,424,288","11,655,438","1,660,706",NDA,"35,740,432"
Clifton City,Passaic,2017,PSEG,"201,604,939","323,734,683","77,248,666","3,771,141","606,359,429",PSEG,"23,765,174","12,656,570","1,816,866",NDA,"38,238,611"
Clifton City,Passaic,2018,PSEG,"213,084,443","323,766,558","93,990,419","3,970,310","634,811,730",PSEG,"26,922,016","14,143,572","2,253,145",NDA,"43,318,733"
Clifton City,Passaic,2019,PSEG,"201,993,267","318,910,475","103,674,917","4,118,641","628,697,300",PSEG,"25,610,044","13,382,921","2,395,642",NDA,"41,388,607"
Clifton City,Passaic,2020,PSEG,"211,063,336","311,945,563","103,282,256","3,798,776","630,089,931",PSEG,"23,580,958","11,671,349","2,018,574",NDA,"37,270,882"
Clifton City,Passaic,2021,PSEG,"211,269,236","321,895,221","99,407,850","4,201,057","636,773,364",PSEG,"24,761,234","12,779,933","2,034,267",NDA,"39,575,434"
Clifton City,Passaic,2022,PSEG,"208,163,055","343,317,912","81,407,226","4,209,792","637,097,985",PSEG,"24,512,056","13,221,207","2,095,282",NDA,"39,828,545"
Haledon Borough,Passaic,2016,PSEG,"19,183,170","14,731,899","9,010,112","484,750","43,409,931",PSEG,"2,999,037","1,145,401","521,625",NDA,"4,666,063"
Haledon Borough,Passaic,2017,PSEG,"18,426,974","14,823,937","9,260,390","466,441","42,977,742",PSEG,"4,596,451","873,049","548,572",NDA,"6,018,071"
Haledon Borough,Passaic,2018,PSEG,"19,654,101","14,291,402","9,328,940","480,839","43,755,282",PSEG,"2,767,186","2,869,128","573,319",NDA,"6,209,633"
Haledon Borough,Passaic,2019,PSEG,"18,463,482","13,513,884","9,960,429","456,890","42,394,685",PSEG,"2,565,728","3,089,298","604,621",NDA,"6,259,647"
Haledon Borough,Passaic,2020,PSEG,"19,430,693","13,018,866","9,655,288","499,843","42,604,690",PSEG,"2,373,194","2,798,958","532,176",NDA,"5,704,329"
Haledon Borough,Passaic,2021,PSEG,"19,196,955","12,830,486","9,265,345","544,626","41,837,412",PSEG,"2,404,720","2,585,244","621,107",NDA,"5,611,071"
Haledon Borough,Passaic,2022,PSEG,"19,068,438","13,351,975","9,628,640","549,345","42,598,398",PSEG,"2,487,520","2,720,502","612,026",NDA,"5,820,048"
Hawthorne Borough,Passaic,2016,PSEG,"56,647,437","41,798,770","13,867,723","802,152","113,116,082",PSEG,"6,343,780","1,770,248","314,114",NDA,"8,428,141"
Hawthorne Borough,Passaic,2017,PSEG,"53,815,463","41,294,278","13,222,075","800,380","109,132,196",PSEG,"6,446,447","2,016,032","260,554",NDA,"8,723,033"
Hawthorne Borough,Passaic,2018,PSEG,"57,051,610","40,608,877","13,808,815","793,718","112,263,020",PSEG,"6,971,839","2,012,200","316,601",NDA,"9,300,640"
Hawthorne Borough,Passaic,2019,PSEG,"54,447,139","37,300,225","13,734,797","835,712","106,317,873",PSEG,"6,865,789","2,044,820","328,786",NDA,"9,239,395"
Hawthorne Borough,Passaic,2020,PSEG,"57,136,849","33,224,684","13,524,234","833,379","104,719,146",PSEG,"6,342,351","1,753,303","234,390",NDA,"8,330,044"
Hawthorne Borough,Passaic,2021,PSEG,"56,380,893","34,690,086","13,135,716","801,326","105,008,021",PSEG,"6,378,263","1,862,463","253,914",NDA,"8,494,640"
Hawthorne Borough,Passaic,2022,PSEG,"56,177,900","36,026,516","13,836,558","849,156","106,890,130",PSEG,"6,729,304","1,923,396","251,810",NDA,"8,904,511"
Little Falls Township,Passaic,2016,PSEG,"37,111,388","55,229,090","1,155,596","681,344","94,177,418",PSEG,"3,370,001","8,120,481","70,989",NDA,"11,561,471"
Little Falls Township,Passaic,2017,PSEG,"35,767,768","55,304,873","1,172,709","665,978","92,911,328",PSEG,"3,494,618","8,385,042","73,752",NDA,"11,953,412"
Little Falls Township,Passaic,2018,PSEG,"38,278,945","57,502,065","1,933,100","675,498","98,389,608",PSEG,"3,880,150","8,755,355","86,498",NDA,"12,722,003"
Little Falls Township,Passaic,2019,PSEG,"36,789,939","55,077,641","2,611,325","675,312","95,154,217",PSEG,"3,788,443","9,250,141","85,308",NDA,"13,123,892"
Little Falls Township,Passaic,2020,PSEG,"37,797,328","48,556,765","1,840,169","740,786","88,935,048",PSEG,"3,440,318","8,390,500","71,338",NDA,"11,902,156"
Little Falls Township,Passaic,2021,PSEG,"37,507,110","48,818,605","1,882,128","768,068","88,975,911",PSEG,"3,661,231","8,509,961","77,191",NDA,"12,248,383"
Little Falls Township,Passaic,2022,PSEG,"37,551,461","49,343,416","2,009,156","780,456","89,684,489",PSEG,"3,656,698","8,637,054","84,223",NDA,"12,377,975"
North Haledon Borough,Passaic,2016,PSEG,"31,032,421","10,514,601","352,012","288,907","42,187,941",PSEG,"3,494,467","835,409","4,615",NDA,"4,334,492"
North Haledon Borough,Passaic,2017,PSEG,"29,487,607","10,389,849","339,751","283,916","40,501,123",PSEG,"3,501,829","816,779","4,843",NDA,"4,323,451"
North Haledon Borough,Passaic,2018,PSEG,"31,467,509","11,622,470","262,062","283,458","43,635,499",PSEG,"4,015,757","835,845","4,183",NDA,"4,855,785"
North Haledon Borough,Passaic,2019,PSEG,"29,733,920","11,383,005","273,278","302,489","41,692,692",PSEG,"3,890,082","797,012","3,244",NDA,"4,690,337"
North Haledon Borough,Passaic,2020,PSEG,"31,132,115","10,551,973","244,071","301,989","42,230,148",PSEG,"3,565,811","692,273","2,402",NDA,"4,260,485"
North Haledon Borough,Passaic,2021,PSEG,"30,912,645","11,550,851","184,696","292,175","42,940,367",PSEG,"3,710,952","764,316","3,238",NDA,"4,478,506"
North Haledon Borough,Passaic,2022,PSEG,"31,703,852","12,387,161","186,594","328,088","44,605,695",PSEG,"3,800,408","805,928","2,590",NDA,"4,608,926"
Passaic City,Passaic,2016,PSEG,"118,382,129","128,722,483","29,851,328","5,768,386","282,724,326",PSEG,"11,869,435","8,651,666","1,001,964",NDA,"21,523,065"
Passaic City,Passaic,2017,PSEG,"114,320,740","127,514,533","29,826,931","6,021,537","277,683,741",PSEG,"12,239,990","9,029,620","940,058",NDA,"22,209,669"
Passaic City,Passaic,2018,PSEG,"120,836,867","137,400,501","22,103,419","5,920,306","286,261,093",PSEG,"13,456,392","10,392,751","977,412",NDA,"24,826,555"
Passaic City,Passaic,2019,PSEG,"116,104,091","134,187,294","17,841,445","5,249,799","273,382,629",PSEG,"13,028,680","9,667,690","910,119",NDA,"23,606,490"
Passaic City,Passaic,2020,PSEG,"120,716,935","128,548,172","16,679,058","6,198,102","272,142,267",PSEG,"11,910,961","8,675,916","712,285",NDA,"21,299,163"
Passaic City,Passaic,2021,PSEG,"120,031,124","135,964,154","15,132,985","5,799,517","276,927,780",PSEG,"12,189,641","8,947,183","643,125",NDA,"21,779,950"
Passaic City,Passaic,2022,PSEG,"119,370,380","138,967,673","17,287,745","5,403,949","281,029,747",PSEG,"12,695,826","9,415,450","629,464",NDA,"22,740,740"
Paterson City,Passaic,2016,PSEG/ACE,"269,552,035","374,359,227","47,052,851","16,160,732","707,124,845",PSEG,"32,122,689","23,572,545","2,826,899",NDA,"58,522,133"
Paterson City,Passaic,2017,PSEG/ACE,"262,145,524","372,987,979","46,736,027","15,847,264","697,716,794",PSEG,"34,215,839","24,708,966","2,779,785",NDA,"61,704,591"
Paterson City,Passaic,2018,PSEG/ACE,"280,231,849","383,587,236","48,455,013","17,541,163","729,815,261",PSEG,"38,487,045","27,753,211","3,281,163",NDA,"69,521,419"
Paterson City,Passaic,2019,PSEG/ACE,"270,889,910","370,010,142","46,257,417","16,102,432","703,259,901",PSEG,"37,036,434","26,604,294","3,048,030",NDA,"66,688,758"
Paterson City,Passaic,2020,PSEG/ACE,"287,079,207","352,248,508","44,283,912","16,330,727","699,942,354",PSEG,"34,245,789","23,172,877","2,722,945",NDA,"60,141,612"
Paterson City,Passaic,2021,PSEG/ACE,"289,486,632","350,280,785","42,532,058","14,683,624","696,983,099",PSEG,"35,407,760","23,525,715","2,840,927",NDA,"61,774,402"
Paterson City,Passaic,2022,PSEG/ACE,"290,669,430","384,374,890","44,331,458","16,557,521","735,933,299",PSEG,"35,823,891","25,621,774","2,815,405",NDA,"64,261,070"
Pompton Lakes Borough,Passaic,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"3,209,793","829,473","837,848",NDA,"4,877,114"
Pompton Lakes Borough,Passaic,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"3,414,880","857,319","777,580",NDA,"5,049,779"
Pompton Lakes Borough,Passaic,2018,JCPL,"36,123,268","15,012,695","9,374,350","223,776","60,734,089",PSEG,"3,833,961","1,031,612","795,476",NDA,"5,661,049"
Pompton Lakes Borough,Passaic,2019,JCPL,"34,311,287","15,088,092","7,858,953","224,868","57,483,200",PSEG,"3,716,599","963,785","1,092,421",NDA,"5,772,805"
Pompton Lakes Borough,Passaic,2020,JCPL,"35,772,955","17,822,768","7,083,474","224,952","60,904,149",PSEG,"3,466,883","851,674","807,003",NDA,"5,125,560"
Pompton Lakes Borough,Passaic,2021,JCPL,"36,688,511","12,235,493","6,823,789","224,952","55,972,745",PSEG,"3,584,451","910,263","746,472",NDA,"5,241,186"
Pompton Lakes Borough,Passaic,2022,JCPL,"36,240,233","17,288,885","7,028,209",NDA,"60,557,327",PSEG,"3,566,201","927,233","738,417",NDA,"5,231,851"
Prospect Park Borough,Passaic,2016,PSEG,"12,197,241","3,800,417","401,061","149,714","16,548,433",PSEG,"1,687,084","256,052","26,478",NDA,"1,969,615"
Prospect Park Borough,Passaic,2017,PSEG,"11,683,773","3,891,220","364,648","136,696","16,076,337",PSEG,"1,710,155","237,244","26,421",NDA,"1,973,821"
Prospect Park Borough,Passaic,2018,PSEG,"12,490,259","4,179,399","419,025","166,308","17,254,991",PSEG,"1,871,063","265,637","31,832",NDA,"2,168,532"
Prospect Park Borough,Passaic,2019,PSEG,"12,075,444","4,198,127","334,508","138,600","16,746,679",PSEG,"1,837,559","223,790","28,512",NDA,"2,089,861"
Prospect Park Borough,Passaic,2020,PSEG,"12,658,351","3,846,186","216,521","152,429","16,873,487",PSEG,"1,682,705","179,647","22,896",NDA,"1,885,248"
Prospect Park Borough,Passaic,2021,PSEG,"12,555,201","4,045,687","221,681","163,994","16,986,563",PSEG,"1,730,649","200,942","23,790",NDA,"1,955,381"
Prospect Park Borough,Passaic,2022,PSEG,"12,775,965","3,801,676","261,941","156,823","16,996,405",PSEG,"1,795,453","206,712","23,912",NDA,"2,026,077"
Ringwood Borough,Passaic,2016,RECO/JCPL,"32,100,754","12,591,678",NDA,"154,312","44,846,744",PSEG,"3,542,829","557,686","4,919",NDA,"4,105,434"
Ringwood Borough,Passaic,2017,RECO/JCPL,"30,594,764","12,016,036",NDA,"159,296","42,770,096",PSEG,"3,607,851","601,298","5,399",NDA,"4,214,548"
Ringwood Borough,Passaic,2018,RECO/JCPL,"45,520,585","15,482,857","707,117","157,927","61,868,486",PSEG,"4,163,322","702,839","6,681",NDA,"4,872,842"
Ringwood Borough,Passaic,2019,RECO/JCPL,"42,019,196","16,366,009","751,286","160,007","59,296,498",PSEG,"3,982,600","649,705","6,006",NDA,"4,638,311"
Ringwood Borough,Passaic,2020,RECO/JCPL,"43,939,646","15,565,030","771,893","181,081","60,457,650",PSEG,"3,623,028","560,434","4,606",NDA,"4,188,068"
Ringwood Borough,Passaic,2021,RECO/JCPL,"44,205,579","15,622,724","752,849","177,865","60,759,017",PSEG,"3,845,564","571,182","5,680",NDA,"4,422,426"
Ringwood Borough,Passaic,2022,RECO/JCPL,"11,989,942","3,566,372","769,104",NDA,"16,325,418",PSEG,"3,858,229","673,001","6,610",NDA,"4,537,840"
Totowa Borough,Passaic,2016,PSEG,"38,247,089","115,802,669","59,365,439","771,263","214,186,460",PSEG,"4,035,117","3,862,609","1,157,764",NDA,"9,055,489"
Totowa Borough,Passaic,2017,PSEG,"35,274,146","112,822,838","58,699,635","600,948","207,397,567",PSEG,"4,236,652","3,887,588","1,208,849",NDA,"9,333,088"
Totowa Borough,Passaic,2018,PSEG,"35,538,998","111,082,261","61,135,277","829,594","208,586,130",PSEG,"4,617,685","4,375,912","1,281,377",NDA,"10,274,974"
Totowa Borough,Passaic,2019,PSEG,"33,935,353","107,570,840","61,751,955","643,403","203,901,551",PSEG,"4,403,124","4,072,111","1,238,192",NDA,"9,713,427"
Totowa Borough,Passaic,2020,PSEG,"35,287,740","125,073,336","60,201,170","875,698","221,437,944",PSEG,"4,090,631","3,801,581","1,131,669",NDA,"9,023,881"
Totowa Borough,Passaic,2021,PSEG,"35,324,785","131,473,037","62,003,678","833,700","229,635,200",PSEG,"4,254,469","3,943,066","1,226,049",NDA,"9,423,584"
Totowa Borough,Passaic,2022,PSEG,"35,855,844","147,128,472","64,763,199","849,400","248,596,915",PSEG,"4,246,621","3,831,405","1,183,576",NDA,"9,261,602"
Wanaque Borough,Passaic,2016,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"3,359,011","1,217,405","91,785",NDA,"4,668,202"
Wanaque Borough,Passaic,2017,JCPL,NDA,NDA,NDA,NDA,NDA,PSEG,"3,430,800","1,281,539","95,774",NDA,"4,808,113"
Wanaque Borough,Passaic,2018,JCPL,"38,220,574","22,004,488","21,478,430","260,198","81,963,690",PSEG,"3,841,096","1,458,049","102,408",NDA,"5,401,553"
Wanaque Borough,Passaic,2019,JCPL,"34,823,240","20,764,263","19,881,803","262,428","75,731,734",PSEG,"3,685,406","1,273,453","107,607",NDA,"5,066,466"
Wanaque Borough,Passaic,2020,JCPL,"35,227,505","20,153,087","21,066,892","261,747","76,709,231",PSEG,"3,424,868","1,198,630","117,514",NDA,"4,741,012"
Wanaque Borough,Passaic,2021,JCPL,"36,294,068","18,551,898","21,119,847","218,245","76,184,058",PSEG,"3,492,444","1,324,049","131,218",NDA,"4,947,711"
Wanaque Borough,Passaic,2022,JCPL,"35,363,404","19,376,926","21,111,498",NDA,"75,851,828",PSEG,"3,636,011","1,335,962","128,481",NDA,"5,100,455"
Wayne Township,Passaic,2016,PSEG/JCPL,"154,160,655","301,503,702","38,462,348","1,823,729","495,950,434",PSEG,"18,154,087","10,405,358","570,645",NDA,"29,130,090"
Wayne Township,Passaic,2017,PSEG/JCPL,"148,509,160","290,472,747","41,118,096","1,721,559","481,821,562",PSEG,"19,443,043","10,683,018","650,746",NDA,"30,776,807"
Wayne Township,Passaic,2018,PSEG/JCPL,"188,567,488","317,922,684","58,509,294","1,788,239","566,787,705",PSEG,"21,588,020","12,118,866","666,948",NDA,"34,373,835"
Wayne Township,Passaic,2019,PSEG/JCPL,"177,962,841","298,261,636","57,623,602","2,115,976","535,964,055",PSEG,"20,426,052","11,351,619","562,022",NDA,"32,339,693"
Wayne Township,Passaic,2020,PSEG/JCPL,"185,106,556","275,494,880","53,811,913","2,148,797","516,562,146",PSEG,"19,143,396","9,798,553","512,153",NDA,"29,454,102"
Wayne Township,Passaic,2021,PSEG/JCPL,"184,076,543","290,732,647","59,395,311","2,148,176","536,352,677",PSEG,"19,897,854","10,841,499","525,893",NDA,"31,265,246"
Wayne Township,Passaic,2022,PSEG/JCPL,"182,580,116","296,178,166","56,612,623","2,070,123","537,441,028",PSEG,"19,962,386","11,149,095","524,029",NDA,"31,635,510"
West Milford Township,Passaic,2016,RECO/JCPL,"78,794,993","29,781,979",NDA,NDA,"108,576,972",PSEG,"5,234,293","1,062,435","31,912",NDA,"6,328,640"
West Milford Township,Passaic,2017,RECO/JCPL,"75,925,247","29,255,531",NDA,"1,060,532","106,241,310",PSEG,"5,680,219","1,136,872","36,060",NDA,"6,853,151"
West Milford Township,Passaic,2018,RECO/JCPL,"96,506,753","38,069,504","2,884,125","1,104,901","138,565,283",PSEG,"6,367,165","1,326,032","37,888",NDA,"7,731,086"
West Milford Township,Passaic,2019,RECO/JCPL,"91,751,440","35,966,969","3,084,239","1,122,061","131,924,709",PSEG,"6,039,109","1,239,231","36,598",NDA,"7,314,938"
West Milford Township,Passaic,2020,RECO/JCPL,"95,496,064","35,909,158","3,454,080","1,140,763","136,000,065",PSEG,"5,639,819","1,135,114","32,467",NDA,"6,807,399"
West Milford Township,Passaic,2021,RECO/JCPL,"96,410,823","34,451,771","3,474,820","1,140,056","135,477,470",PSEG,"5,927,626","1,191,849","32,375",NDA,"7,151,850"
West Milford Township,Passaic,2022,RECO/JCPL,"15,077,579","7,224,440","3,309,198",NDA,"25,611,217",PSEG,"5,854,567","1,202,098","32,057",NDA,"7,088,723"
Woodland Park Borough,Passaic,2016,PSEG,"39,150,008","46,667,600","10,252,961","482,114","96,552,683",PSEG,"3,387,208","1,823,015","47,202",NDA,"5,257,425"
Woodland Park Borough,Passaic,2017,PSEG,"37,243,986","44,098,955","9,669,251","498,217","91,510,409",PSEG,"3,509,368","1,934,396","46,143",NDA,"5,489,907"
Woodland Park Borough,Passaic,2018,PSEG,"39,279,657","44,564,480","7,030,172","503,659","91,377,968",PSEG,"3,978,066","2,191,945","61,376",NDA,"6,231,387"
Woodland Park Borough,Passaic,2019,PSEG,"37,234,975","42,559,829","5,966,748","494,601","86,256,153",PSEG,"3,854,520","2,082,261","58,626",NDA,"5,995,407"
Woodland Park Borough,Passaic,2020,PSEG,"38,810,659","36,614,738","5,509,064","556,089","81,490,550",PSEG,"3,477,443","1,839,141","56,588",NDA,"5,373,172"
Woodland Park Borough,Passaic,2021,PSEG,"38,535,265","33,556,781","2,064,602","608,162","74,764,810",PSEG,"3,619,409","1,896,257","61,105",NDA,"5,576,771"
Woodland Park Borough,Passaic,2022,PSEG,"38,314,842","36,467,306","1,081,160","630,911","76,494,219",PSEG,"3,720,366","2,073,149","59,674",NDA,"5,853,190"
Alloway Township,Salem,2016,ACE,"12,091,287","3,142,378",NDA,"81,379","15,315,044",SJG,"9,912",NDA,NDA,NDA,"9,912"
Alloway Township,Salem,2017,ACE,"11,383,808","3,001,530",NDA,"84,946","14,470,284",SJG,"16,138",NDA,NDA,NDA,"16,138"
Alloway Township,Salem,2018,ACE,"11,945,830","3,016,212",NDA,"90,754","15,052,796",SJG,"18,817",NDA,NDA,NDA,"18,817"
Alloway Township,Salem,2019,ACE,"11,272,197","2,902,299",NDA,"92,865","14,267,361",SJG,"19,172",NDA,NDA,NDA,"19,172"
Alloway Township,Salem,2020,ACE,"11,258,000","2,628,776",NDA,"92,839","13,979,615",SJG,"26,181",NDA,NDA,NDA,"26,181"
Alloway Township,Salem,2021,ACE,"11,238,424","2,835,791",NDA,"92,818","14,167,033",SJG,"27,432","1,920",NDA,NDA,"29,352"
Alloway Township,Salem,2022,ACE,"11,382,398","2,795,623",NDA,"93,150","14,271,171",SJG,"30,429","2,952",NDA,NDA,"33,381"
